Formant_1_Hz,Formant_2_Hz,Formant_3_Hz,Vowel
1687.5,3203.1249999999995,7062.5,a
1625.0,2859.375,7171.874999999998,a
1562.5000000000002,2875.0,5765.625,a
1437.5,2625.0,7296.874999999999,a
1406.25,2890.6249999999995,6000.0,a
1531.25,2546.8749999999995,7281.250000000001,a
1593.7499999999998,2640.625,5968.75,a
1656.25,2749.9999999999995,7140.624999999999,a
1718.75,5968.75,7156.249999999999,a
1531.25,2937.5,6046.875,a
1312.5,2828.125,6031.25,a
2890.6249999999995,6171.875,7765.625,a
2906.2499999999995,5953.125,7140.624999999999,a
1656.25,6000.0,7046.875000000001,a
1515.625,5953.125,7218.750000000002,a
1343.75,2859.375,4375.0,a
1593.7499999999998,3015.625,5828.125,a
2828.125,5890.625,7343.75,a
1656.25,5984.375,7374.999999999999,a
1281.2499999999998,2921.875,5812.499999999999,a
4296.875000000001,6093.75,7062.5,a
4421.875,6109.375,7062.5,a
1515.625,6015.625000000001,7296.874999999999,a
1421.875,3015.625,4609.375,a
4500.0,5968.75,7093.750000000001,a
1328.125,3000.0,5968.75,a
1359.3749999999998,5703.125,7234.374999999999,a
1562.5000000000002,4296.875000000001,5656.25,a
1406.25,5703.125,6984.375,a
1343.75,4953.125,5921.875,a
2812.5,5968.75,7187.500000000001,a
1609.3749999999998,2843.75,5390.625000000001,a
1687.5,3171.8749999999995,5328.125,a
1609.3749999999998,3109.3750000000005,5250.0,a
1515.625,3031.25,5140.625,a
1546.8750000000002,2812.5,5265.625,a
1546.8750000000002,2812.5,5171.875,a
1640.625,2749.9999999999995,5109.375,a
1703.125,2890.6249999999995,5234.375,a
1656.25,5328.125,7453.125,a
1750.0,2515.625,7484.375,a
1718.75,2703.125,5421.875000000001,a
1718.75,2812.5,5328.125,a
2593.75,5437.499999999999,7593.75,a
1765.625,2609.375,5578.124999999999,a
1765.625,2609.375,5578.124999999999,a
1734.3750000000002,2828.125,5687.5,a
1703.125,2984.375,5625.0,a
1765.625,3062.5,5437.499999999999,a
1718.75,3328.125,7250.000000000001,a
2328.125,5750.0,7546.875,a
1843.7499999999998,2656.25,6984.375,a
2484.375,5812.499999999999,7374.999999999999,a
1781.2499999999998,2734.3749999999995,6046.875,a
1781.2499999999998,2515.625,5875.0,a
1531.25,2859.375,6796.875,a
1546.8750000000002,2890.6249999999995,7453.125,a
2796.8750000000005,5921.875,7140.624999999999,a
1937.5,5921.875,7499.999999999999,a
2796.8750000000005,5890.625,7531.25,a
2875.0,5921.875,7593.75,a
2703.125,6171.875,6984.375,a
2312.5,5953.125,6906.25,a
2578.1249999999995,5953.125,7312.5,a
2578.1249999999995,4484.375,5937.5,a
3015.625,6015.625000000001,7109.375000000001,a
2749.9999999999995,5937.5,7015.625,a
2859.375,4421.875,5968.75,a
1500.0,5703.125,7171.874999999998,a
1374.9999999999998,5906.25,7109.375000000001,a
1249.9999999999998,3000.0,4359.375,a
1468.75,4562.5,6015.625000000001,a
1374.9999999999998,4500.0,5937.5,a
1249.9999999999998,4312.5,5812.499999999999,a
3000.0,4437.5,6109.375,a
1359.3749999999998,4531.25,5843.75,a
1437.5,5859.375,7359.375,a
1390.6250000000002,5796.875,7281.250000000001,a
1437.5,2843.75,5421.875000000001,a
1781.2499999999998,3156.2500000000005,5718.75,a
1625.0,3109.3750000000005,5203.125,a
1531.25,2968.75,5156.249999999999,a
1562.5000000000002,2906.2499999999995,5390.625000000001,a
1640.625,2828.125,5406.25,a
1703.125,2828.125,5375.0,a
1687.5,2890.6249999999995,5187.5,a
1781.2499999999998,2796.8750000000005,5375.0,a
1640.625,2828.125,7734.375,a
1750.0,2906.2499999999995,5656.25,a
1625.0,2875.0,5687.5,a
1781.2499999999998,3015.625,7750.0,a
1750.0,3000.0,7218.750000000002,a
1750.0,2843.75,7421.875000000002,a
1765.625,3109.3750000000005,7859.374999999998,a
1843.7499999999998,3265.6249999999995,7734.375,a
1874.9999999999998,3359.375,7359.375,a
2609.375,6078.125,7374.999999999999,a
2359.3750000000005,6312.500000000001,7578.125000000001,a
2593.75,6265.625,7343.75,a
2468.75,5906.25,7374.999999999999,a
2781.2500000000005,5859.375,7312.5,a
2640.625,5875.0,7234.374999999999,a
2546.8749999999995,5906.25,7328.124999999998,a
2484.375,6000.0,7531.25,a
2468.75,4406.25,5937.5,a
1406.25,2781.2500000000005,4546.875,a
4468.75,5843.75,7234.374999999999,a
1374.9999999999998,4281.25,5906.25,a
1328.125,2968.75,5859.375,a
1328.125,5921.875,7453.125,a
1374.9999999999998,4375.0,5921.875,a
1328.125,3140.6250000000005,6171.875,a
1390.6250000000002,5828.125,7359.375,a
1374.9999999999998,4046.8749999999995,5640.624999999999,a
1546.8750000000002,4562.5,5656.25,a
1796.8750000000002,2515.625,5015.625,a
2796.8750000000005,5781.249999999999,7562.5,a
2546.8749999999995,5750.0,7374.999999999999,a
2421.875,5859.375,7406.25,a
2718.7499999999995,5828.125,7406.25,a
2625.0,5718.75,7312.5,a
2921.875,5937.5,7218.750000000002,a
2640.625,5890.625,7359.375,a
2562.4999999999995,5937.5,7374.999999999999,a
2734.3749999999995,5953.125,7390.625,a
2671.875,4343.75,5906.25,a
2859.375,6218.750000000001,7218.750000000002,a
2828.125,5953.125,7468.749999999999,a
2890.6249999999995,5906.25,7437.499999999999,a
2796.8750000000005,5828.125,7218.750000000002,a
2765.6250000000005,5968.75,7203.124999999999,a
3015.625,4546.875,5968.75,a
2890.6249999999995,4562.5,5968.75,a
1484.375,2875.0,5828.125,a
4281.25,5984.375,7359.375,a
4218.75,5921.875,7312.5,a
1312.5,2968.75,5734.375,a
1406.25,2953.125,4484.375,a
2921.875,5984.375,7187.500000000001,a
1312.5,3015.625,4625.0,a
1328.125,3109.3750000000005,5828.125,a
1390.6250000000002,4500.0,5953.125,a
4328.125,5859.375,7156.249999999999,a
1359.3749999999998,2968.75,4609.375,a
1468.75,2859.375,4515.625,a
1515.625,3078.125,5828.125,a
4328.125,5812.499999999999,7421.875000000002,a
1718.75,2499.9999999999995,5406.25,a
1890.625,3140.6250000000005,5843.75,a
1843.7499999999998,3281.25,5656.25,a
1828.125,3437.5,6031.25,a
2046.8749999999998,3296.875,5812.499999999999,a
2171.875,3484.375,5781.249999999999,a
2484.375,5859.375,7421.875000000002,a
2765.6250000000005,5843.75,7250.000000000001,a
2453.125,5890.625,7187.500000000001,a
2640.625,5890.625,7281.250000000001,a
2562.4999999999995,6015.625000000001,7281.250000000001,a
2406.25,5890.625,7124.999999999999,a
2562.4999999999995,5921.875,7437.499999999999,a
2765.6250000000005,6125.0,7250.000000000001,a
2718.7499999999995,5968.75,7234.374999999999,a
2671.875,5781.249999999999,7265.624999999999,a
2843.75,6000.0,6968.75,a
2656.25,4515.625,5984.375,a
2671.875,4515.625,5921.875,a
2718.7499999999995,5859.375,7265.624999999999,a
2906.2499999999995,4218.75,5937.5,a
2875.0,5937.5,7203.124999999999,a
1453.1249999999998,3015.625,6937.500000000001,a
1484.375,4359.375,5859.375,a
1265.6250000000002,4390.625,5937.5,a
1265.6250000000002,3031.25,4406.25,a
1374.9999999999998,5843.75,7234.374999999999,a
4328.125,5765.625,7234.374999999999,a
1312.5,3015.625,4406.25,a
4234.375000000001,5953.125,7234.374999999999,a
1406.25,4171.874999999999,5750.0,a
4250.000000000001,5875.0,7124.999999999999,a
1312.5,5703.125,7359.375,a
1546.8750000000002,2890.6249999999995,5375.0,a
1531.25,2968.75,5203.125,a
1734.3750000000002,3187.4999999999995,5437.499999999999,a
1656.25,3140.6250000000005,5468.749999999999,a
1609.3749999999998,3171.8749999999995,5140.625,a
1531.25,3078.125,5312.5,a
1546.8750000000002,3125.0000000000005,5250.0,a
1531.25,3093.7500000000005,5218.75,a
1562.5000000000002,3062.5,5406.25,a
1500.0,2890.6249999999995,5375.0,a
1703.125,2671.875,5499.999999999999,a
1734.3750000000002,5484.375000000001,7484.375,a
1671.8749999999998,2796.8750000000005,5593.750000000001,a
1859.3749999999998,5546.874999999999,7562.5,a
1796.8750000000002,5578.124999999999,7671.875000000001,a
1656.25,3109.3750000000005,5546.874999999999,a
1765.625,3125.0000000000005,5499.999999999999,a
1765.625,2906.2499999999995,5515.624999999999,a
1765.625,2921.875,5531.250000000001,a
1656.25,2984.375,5484.375000000001,a
1687.5,2875.0,5546.874999999999,a
1765.625,2781.2500000000005,5593.750000000001,a
1906.25,5609.374999999999,7718.75,a
1843.7499999999998,3156.2500000000005,5312.5,a
2875.0,5546.874999999999,7406.25,a
2531.2500000000005,5640.624999999999,7406.25,a
2687.5,5781.249999999999,7234.374999999999,a
2328.125,3203.1249999999995,7124.999999999999,a
2562.4999999999995,5843.75,7281.250000000001,a
2937.5,5968.75,7421.875000000002,a
2828.125,5812.499999999999,7343.75,a
2765.6250000000005,5906.25,7250.000000000001,a
3046.875,5906.25,7218.750000000002,a
2843.75,5859.375,7234.374999999999,a
2734.3749999999995,5984.375,7468.749999999999,a
2578.1249999999995,5875.0,7093.750000000001,a
2718.7499999999995,5781.249999999999,7265.624999999999,a
1453.1249999999998,2984.375,5828.125,a
2625.0,4453.125,5984.375,a
1593.7499999999998,2968.75,6125.0,a
1515.625,5906.25,7234.374999999999,a
1343.75,2796.8750000000005,5843.75,a
1328.125,3062.5,5875.0,a
1374.9999999999998,4437.5,5921.875,a
1203.125,2890.6249999999995,4390.625,a
1359.3749999999998,4343.75,5781.249999999999,a
1343.75,4437.5,5765.625,a
1312.5,4421.875,5734.375,a
1421.875,5609.374999999999,7578.125000000001,a
1406.25,5640.624999999999,7250.000000000001,a
1281.2499999999998,5640.624999999999,7171.874999999998,a
1171.875,3015.625,4437.5,a
1359.3749999999998,4296.875000000001,5812.499999999999,a
1296.875,3031.25,4468.75,a
1468.75,5781.249999999999,7406.25,a
1421.875,4390.625,5671.875,e
1578.1250000000002,5750.0,7609.375,e
1328.125,3062.5,4343.75,e
4281.25,5796.875,7437.499999999999,e
1421.875,3125.0000000000005,5859.375,e
4468.75,5812.499999999999,7296.874999999999,e
1359.3749999999998,4828.125,7406.25,e
1421.875,3453.125,4750.0,e
2828.125,5437.499999999999,7265.624999999999,e
1421.875,2812.5,5578.124999999999,e
1703.125,3578.1249999999995,5468.749999999999,e
1734.3750000000002,3875.0,5531.250000000001,e
1874.9999999999998,4125.0,5593.750000000001,e
1703.125,3921.8750000000005,5546.874999999999,e
1703.125,3953.125000000001,5625.0,e
1718.75,4062.4999999999995,5656.25,e
1718.75,4046.8749999999995,5734.375,e
1718.75,4015.6249999999995,5703.125,e
1750.0,4140.625,5796.875,e
1765.625,4140.625,5750.0,e
1765.625,4156.25,5625.0,e
1640.625,4140.625,5750.0,e
1453.1249999999998,2453.125,4156.25,e
2453.125,4125.0,5687.5,e
1984.3750000000002,4046.8749999999995,5671.875,e
1874.9999999999998,4046.8749999999995,5671.875,e
1484.375,4125.0,5640.624999999999,e
1484.375,4125.0,5718.75,e
1546.8750000000002,2296.875,4093.7499999999995,e
1703.125,4125.0,5687.5,e
1859.3749999999998,4125.0,5765.625,e
1656.25,4062.4999999999995,5765.625,e
1515.625,4078.1249999999995,5796.875,e
1609.3749999999998,3999.9999999999995,5781.249999999999,e
1734.3750000000002,3968.7500000000005,5843.75,e
1953.125,4078.1249999999995,5703.125,e
1703.125,4046.8749999999995,5812.499999999999,e
1999.9999999999998,4265.625,6109.375,e
1921.875,4187.5,5953.125,e
1796.8750000000002,4296.875000000001,7359.375,e
1453.1249999999998,4203.125,5859.375,e
1546.8750000000002,4171.874999999999,5859.375,e
1781.2499999999998,4250.000000000001,7312.5,e
1874.9999999999998,4328.125,7515.625,e
1734.3750000000002,4312.5,7515.625,e
2421.875,4250.000000000001,6000.0,e
2093.75,4234.375000000001,5984.375,e
2281.25,4234.375000000001,6000.0,e
1625.0,4312.5,6140.625,e
1796.8750000000002,4234.375000000001,5984.375,e
2031.2499999999998,4265.625,5984.375,e
2187.5,4453.125,6000.0,e
1859.3749999999998,4328.125,5937.5,e
4234.375000000001,6062.5,7468.749999999999,e
2093.75,4281.25,5937.5,e
1515.625,5859.375,7390.625,e
1453.1249999999998,5937.5,7265.624999999999,e
1390.6250000000002,4453.125,5953.125,e
1421.875,5890.625,7374.999999999999,e
1437.5,2906.2499999999995,4593.75,e
1343.75,4375.0,5781.249999999999,e
1374.9999999999998,3093.7500000000005,4328.125,e
1562.5000000000002,4312.5,5609.374999999999,e
1328.125,4234.375000000001,6000.0,e
1343.75,4125.0,6015.625000000001,e
1781.2499999999998,3718.7499999999995,5484.375000000001,e
1812.5000000000002,3828.1249999999995,5531.250000000001,e
1671.8749999999998,3671.875,5437.499999999999,e
1703.125,3687.4999999999995,5484.375000000001,e
1640.625,3718.7499999999995,5546.874999999999,e
1671.8749999999998,3734.3749999999995,5593.750000000001,e
1625.0,3781.25,5703.125,e
1625.0,3890.6250000000005,5718.75,e
1578.1250000000002,3937.5000000000005,5750.0,e
1593.7499999999998,3968.7500000000005,5828.125,e
1531.25,3968.7500000000005,5671.875,e
1453.1249999999998,4015.6249999999995,5671.875,e
1500.0,4015.6249999999995,5765.625,e
1656.25,3953.125000000001,5828.125,e
1578.1250000000002,3999.9999999999995,7499.999999999999,e
1437.5,4062.4999999999995,5765.625,e
1468.75,3999.9999999999995,7421.875000000002,e
1531.25,4171.874999999999,7281.250000000001,e
1734.3750000000002,4140.625,7281.250000000001,e
1906.25,4203.125,7312.5,e
2078.125,4140.625,7296.874999999999,e
1812.5000000000002,4359.375,7296.874999999999,e
1796.8750000000002,4281.25,7218.750000000002,e
1890.625,4218.75,7265.624999999999,e
1687.5,4218.75,7234.374999999999,e
1578.1250000000002,4171.874999999999,7250.000000000001,e
1718.75,4203.125,7234.374999999999,e
1640.625,4203.125,7156.249999999999,e
1390.6250000000002,4218.75,7265.624999999999,e
1343.75,2515.625,4203.125,e
1328.125,2640.625,4281.25,e
1546.8750000000002,4218.75,7171.874999999998,e
2015.6250000000002,4265.625,7062.5,e
2078.125,4406.25,6906.25,e
1609.3749999999998,4531.25,7031.25,e
1578.1250000000002,4281.25,7187.500000000001,e
1999.9999999999998,4265.625,7203.124999999999,e
1374.9999999999998,2656.25,4218.75,e
1656.25,4468.75,7203.124999999999,e
1593.7499999999998,4484.375,6374.999999999999,e
4312.5,5984.375,7156.249999999999,e
1437.5,6093.75,7499.999999999999,e
1312.5,2812.5,4343.75,e
1437.5,4312.5,6250.000000000001,e
1453.1249999999998,4453.125,6234.375,e
1249.9999999999998,2843.75,4375.0,e
1437.5,4703.125,6171.875,e
1343.75,2890.6249999999995,6125.0,e
1265.6250000000002,5843.75,7046.875000000001,e
1328.125,4406.25,5828.125,e
1359.3749999999998,4468.75,6062.5,e
1515.625,4218.75,5890.625,e
1906.25,3625.0000000000005,5812.499999999999,e
1765.625,3875.0,5687.5,e
1640.625,3546.8750000000005,5484.375000000001,e
1687.5,3749.9999999999995,5515.624999999999,e
1703.125,3718.7499999999995,5499.999999999999,e
1593.7499999999998,3546.8750000000005,5515.624999999999,e
1625.0,3718.7499999999995,5546.874999999999,e
1593.7499999999998,3765.625,5593.750000000001,e
1609.3749999999998,3843.75,5734.375,e
1562.5000000000002,3921.8750000000005,5765.625,e
1593.7499999999998,3968.7500000000005,5765.625,e
1546.8750000000002,3953.125000000001,5640.624999999999,e
1515.625,3984.3749999999995,5609.374999999999,e
1687.5,3984.3749999999995,5656.25,e
3921.8750000000005,5625.0,7656.249999999999,e
1593.7499999999998,3781.25,5593.750000000001,e
1484.375,3890.6250000000005,5609.374999999999,e
1531.25,3999.9999999999995,5703.125,e
1562.5000000000002,4078.1249999999995,5843.75,e
1593.7499999999998,4093.7499999999995,5703.125,e
1687.5,4125.0,5718.75,e
1812.5000000000002,4187.5,7343.75,e
1515.625,4187.5,5671.875,e
1562.5000000000002,4281.25,5750.0,e
1609.3749999999998,2499.9999999999995,4203.125,e
2390.6250000000005,4093.7499999999995,7312.5,e
2281.25,4156.25,7343.75,e
1921.875,4046.8749999999995,7234.374999999999,e
2234.375,4078.1249999999995,7250.000000000001,e
1921.875,4406.25,7156.249999999999,e
1906.25,4125.0,7265.624999999999,e
1874.9999999999998,4281.25,7203.124999999999,e
2453.125,4171.874999999999,7234.374999999999,e
2499.9999999999995,4296.875000000001,7171.874999999998,e
2437.5,4343.75,7374.999999999999,e
2250.0,4312.5,7109.375000000001,e
1390.6250000000002,4296.875000000001,5937.5,e
1468.75,4406.25,7437.499999999999,e
2328.125,4187.5,6125.0,e
4484.375,6078.125,7843.750000000001,e
4484.375,6078.125,7093.750000000001,e
4375.0,6093.75,7609.375,e
1531.25,4703.125,6500.0,e
1312.5,5921.875,7062.5,e
1468.75,4406.25,5890.625,e
1515.625,5875.0,7187.500000000001,e
1281.2499999999998,5859.375,7140.624999999999,e
1312.5,4515.625,5875.0,e
1328.125,3125.0000000000005,5968.75,e
1281.2499999999998,6078.125,7781.250000000001,e
1359.3749999999998,5890.625,7203.124999999999,e
1374.9999999999998,4343.75,5765.625,e
1359.3749999999998,5875.0,7265.624999999999,e
4031.2500000000005,5937.5,7453.125,e
1703.125,3875.0,5781.249999999999,e
1828.125,3749.9999999999995,5531.250000000001,e
1718.75,3718.7499999999995,5562.500000000001,e
1734.3750000000002,3640.6250000000005,5515.624999999999,e
1734.3750000000002,3749.9999999999995,5515.624999999999,e
1656.25,3687.4999999999995,5625.0,e
1671.8749999999998,3765.625,5578.124999999999,e
1640.625,3875.0,5671.875,e
1609.3749999999998,3906.25,5640.624999999999,e
1625.0,3953.125000000001,5656.25,e
1656.25,3999.9999999999995,5671.875,e
1546.8750000000002,2421.875,3968.7500000000005,e
1468.75,3984.3749999999995,5625.0,e
1750.0,4031.2500000000005,5781.249999999999,e
1578.1250000000002,3859.375,5687.5,e
1468.75,3984.3749999999995,5750.0,e
1562.5000000000002,4031.2500000000005,7281.250000000001,e
1562.5000000000002,4031.2500000000005,5718.75,e
1843.7499999999998,4062.4999999999995,7421.875000000002,e
1796.8750000000002,3984.3749999999995,5734.375,e
1687.5,3984.3749999999995,5671.875,e
1546.8750000000002,3953.125000000001,5687.5,e
1593.7499999999998,3984.3749999999995,5687.5,e
2015.6250000000002,4046.8749999999995,7437.499999999999,e
2218.75,4062.4999999999995,7421.875000000002,e
1484.375,4171.874999999999,7234.374999999999,e
1531.25,4140.625,7328.124999999998,e
2390.6250000000005,4312.5,7218.750000000002,e
2468.75,4203.125,7187.500000000001,e
1406.25,2749.9999999999995,4281.25,e
1374.9999999999998,2703.125,4171.874999999999,e
1531.25,4218.75,7140.624999999999,e
2640.625,4296.875000000001,7265.624999999999,e
2531.2500000000005,4125.0,7171.874999999998,e
2359.3750000000005,4312.5,7343.75,e
2531.2500000000005,4218.75,7265.624999999999,e
2749.9999999999995,4453.125,7203.124999999999,e
1265.6250000000002,4343.75,6171.875,e
1312.5,4390.625,5984.375,e
4234.375000000001,6015.625000000001,7281.250000000001,e
2640.625,4328.125,5875.0,e
2765.6250000000005,4203.125,6015.625000000001,e
2656.25,4406.25,7140.624999999999,e
1343.75,4593.75,6171.875,e
1328.125,6000.0,7296.874999999999,e
1374.9999999999998,2875.0,4593.75,e
4343.75,5984.375,7093.750000000001,e
1359.3749999999998,4468.75,5859.375,e
1265.6250000000002,4328.125,6000.0,e
1328.125,3078.125,4609.375,e
1281.2499999999998,2968.75,5843.75,e
2828.125,4421.875,5984.375,e
2781.2500000000005,4453.125,5953.125,e
1374.9999999999998,3250.0,6203.125,e
1390.6250000000002,6031.25,6921.875,e
1296.875,5859.375,7062.5,e
1390.6250000000002,5968.75,7031.25,e
1296.875,4453.125,5921.875,e
1281.2499999999998,5796.875,7187.500000000001,e
1234.375,4531.25,6046.875,e
1312.5,2843.75,4234.375000000001,e
2843.75,4312.5,5781.249999999999,e
1343.75,5843.75,7093.750000000001,e
1296.875,5875.0,7140.624999999999,e
3890.6250000000005,5562.500000000001,7390.625,e
1968.7500000000002,3890.6250000000005,5593.750000000001,e
1765.625,3906.25,5484.375000000001,e
2015.6250000000002,3906.25,5531.250000000001,e
1765.625,3765.625,5546.874999999999,e
1671.8749999999998,3749.9999999999995,5609.374999999999,e
1687.5,3765.625,5656.25,e
1625.0,3828.1249999999995,5734.375,e
1640.625,3953.125000000001,5593.750000000001,e
1625.0,3984.3749999999995,5687.5,e
1703.125,3921.8750000000005,5640.624999999999,e
1609.3749999999998,3968.7500000000005,5671.875,e
1531.25,3984.3749999999995,5671.875,e
1656.25,2468.75,3999.9999999999995,e
1968.7500000000002,3937.5000000000005,5609.374999999999,e
1859.3749999999998,3859.375,5546.874999999999,e
1515.625,3828.1249999999995,5515.624999999999,e
1578.1250000000002,3984.3749999999995,5546.874999999999,e
1734.3750000000002,3921.8750000000005,5546.874999999999,e
1828.125,3999.9999999999995,5609.374999999999,e
1781.2499999999998,4015.6249999999995,7156.249999999999,e
1890.625,4015.6249999999995,7187.500000000001,e
1750.0,4015.6249999999995,7187.500000000001,e
1828.125,3984.3749999999995,7312.5,e
2031.2499999999998,4015.6249999999995,7359.375,e
1828.125,3937.5000000000005,5718.75,e
2015.6250000000002,3953.125000000001,7453.125,e
1906.25,4062.4999999999995,7187.500000000001,e
1968.7500000000002,4218.75,7156.249999999999,e
1890.625,4156.25,7187.500000000001,e
2609.375,4203.125,7234.374999999999,e
2515.625,4187.5,7187.500000000001,e
2718.7499999999995,4218.75,7140.624999999999,e
2359.3750000000005,4250.000000000001,7124.999999999999,e
2343.75,4328.125,7218.750000000002,e
2484.375,4390.625,7156.249999999999,e
1468.75,2671.875,4375.0,e
1437.5,4375.0,7171.874999999998,e
2343.75,4328.125,7250.000000000001,e
2765.6250000000005,4328.125,7374.999999999999,e
1390.6250000000002,2640.625,4328.125,e
1343.75,2625.0,4250.000000000001,e
2640.625,4359.375,6031.25,e
1374.9999999999998,4312.5,6078.125,e
1515.625,4171.874999999999,5968.75,e
1500.0,2812.5,4609.375,e
1593.7499999999998,2828.125,4406.25,e
2593.75,4578.124999999999,6062.5,e
1500.0,4328.125,5968.75,e
2687.5,4281.25,5984.375,e
1343.75,4390.625,5984.375,e
1406.25,4218.75,5968.75,e
1468.75,2953.125,5937.5,e
1437.5,5718.75,7046.875000000001,e
4546.875,5968.75,7093.750000000001,e
2906.2499999999995,5906.25,6937.500000000001,e
1265.6250000000002,2984.375,5984.375,e
1234.375,4593.75,5859.375,e
1390.6250000000002,3031.25,5921.875,e
1421.875,6031.25,6828.125,e
3984.3749999999995,5890.625,7390.625,e
3999.9999999999995,5906.25,7374.999999999999,e
3937.5000000000005,5750.0,7468.749999999999,e
1937.5,3937.5000000000005,5593.750000000001,e
1828.125,3828.1249999999995,5531.250000000001,e
1796.8750000000002,3734.3749999999995,5531.250000000001,e
1671.8749999999998,3843.75,5640.624999999999,e
1687.5,3843.75,5765.625,e
1640.625,3937.5000000000005,7515.625,e
1593.7499999999998,4046.8749999999995,7625.0,e
1593.7499999999998,3999.9999999999995,7562.5,e
1546.8750000000002,4078.1249999999995,7546.875,e
1500.0,2453.125,4093.7499999999995,e
1406.25,2625.0,4046.8749999999995,e
1609.3749999999998,2453.125,4015.6249999999995,e
1531.25,3890.6250000000005,7203.124999999999,e
1562.5000000000002,3999.9999999999995,7203.124999999999,e
1531.25,4031.2500000000005,7187.500000000001,e
1578.1250000000002,2578.1249999999995,4062.4999999999995,e
2078.125,4093.7499999999995,7250.000000000001,e
1890.625,4031.2500000000005,5796.875,e
1734.3750000000002,4046.8749999999995,7140.624999999999,e
2546.8749999999995,4156.25,7234.374999999999,e
2296.875,4281.25,7124.999999999999,e
2421.875,4140.625,7124.999999999999,e
2359.3750000000005,4296.875000000001,7031.25,e
1421.875,2749.9999999999995,4140.625,e
2375.0,4281.25,7031.25,e
1609.3749999999998,2499.9999999999995,4328.125,e
1640.625,2328.125,4218.75,e
1500.0,4406.25,7140.624999999999,e
1343.75,2499.9999999999995,4390.625,e
1343.75,2640.625,4218.75,e
4078.1249999999995,6171.875,7140.624999999999,e
1703.125,4093.7499999999995,6078.125,e
2796.8750000000005,4265.625,7140.624999999999,e
2703.125,4546.875,7109.375000000001,e
1312.5,4343.75,7093.750000000001,e
1296.875,4406.25,6156.25,e
4281.25,6046.875,7218.750000000002,e
1500.0,4656.25,6281.250000000001,e
4468.75,6046.875,7281.250000000001,e
1265.6250000000002,3031.25,4390.625,e
4421.875,6046.875,7062.5,e
1468.75,3031.25,4531.25,e
1421.875,4437.5,6421.875000000001,e
1546.8750000000002,5968.75,7078.125000000001,e
1359.3749999999998,2921.875,4531.25,e
1249.9999999999998,4375.0,6093.75,e
2906.2499999999995,4437.5,6140.625,e
3999.9999999999995,5953.125,7359.375,e
2015.6250000000002,3984.3749999999995,5578.124999999999,e
1734.3750000000002,3781.25,5578.124999999999,e
1874.9999999999998,3828.1249999999995,5781.249999999999,e
1671.8749999999998,3875.0,7343.75,e
1703.125,3937.5000000000005,5859.375,e
1656.25,4031.2500000000005,5625.0,e
1718.75,4031.2500000000005,5703.125,e
1656.25,3984.3749999999995,5734.375,e
1656.25,3984.3749999999995,5703.125,e
1703.125,3953.125000000001,7218.750000000002,e
1656.25,3999.9999999999995,5703.125,e
1656.25,3953.125000000001,5640.624999999999,e
1562.5000000000002,3999.9999999999995,5671.875,e
1578.1250000000002,4078.1249999999995,7187.500000000001,e
1593.7499999999998,4078.1249999999995,5765.625,e
1500.0,2578.1249999999995,4078.1249999999995,e
1500.0,2515.625,4093.7499999999995,e
1531.25,2281.25,4125.0,e
1515.625,2359.3750000000005,4156.25,e
1421.875,2437.5,4156.25,e
1374.9999999999998,2640.625,4156.25,e
1328.125,2749.9999999999995,4156.25,e
1406.25,4125.0,5750.0,e
1671.8749999999998,4031.2500000000005,5781.249999999999,e
1625.0,4062.4999999999995,5828.125,e
1500.0,2437.5,4171.874999999999,e
2343.75,4109.375,5703.125,e
2265.625,4296.875000000001,5703.125,e
2171.875,4296.875000000001,7203.124999999999,e
2359.3750000000005,4515.625,7171.874999999998,e
2343.75,4375.0,7093.750000000001,e
1921.875,4312.5,7156.249999999999,e
2093.75,4203.125,7187.500000000001,e
1671.8749999999998,2375.0,4312.5,e
1609.3749999999998,2234.375,4328.125,e
1874.9999999999998,4578.124999999999,7359.375,e
2015.6250000000002,4468.75,6046.875,e
1531.25,4312.5,6312.500000000001,e
1500.0,4265.625,6078.125,e
1484.375,4406.25,7234.374999999999,e
2531.2500000000005,4343.75,6000.0,e
2734.3749999999995,4468.75,6171.875,e
1374.9999999999998,6062.5,7109.375000000001,e
1374.9999999999998,2968.75,5890.625,e
4406.25,6109.375,6968.75,e
4453.125,5890.625,7234.374999999999,e
2937.5,5921.875,7421.875000000002,e
2843.75,5937.5,7156.249999999999,e
1218.75,2890.6249999999995,4609.375,e
1140.625,3078.125,5968.75,e
1249.9999999999998,5968.75,6796.875,e
1234.375,6000.0,7031.25,e
1234.375,2875.0,5890.625,e
1203.125,4421.875,5734.375,e
1359.3749999999998,4500.0,5750.0,e
1687.5,3718.7499999999995,5671.875,e
3968.7500000000005,5734.375,7546.875,e
2187.5,3984.3749999999995,5593.750000000001,e
1874.9999999999998,3921.8750000000005,5515.624999999999,e
1796.8750000000002,3828.1249999999995,5499.999999999999,e
1703.125,3953.125000000001,5562.500000000001,e
1671.8749999999998,3984.3749999999995,5812.499999999999,e
1671.8749999999998,4031.2500000000005,5765.625,e
1656.25,4109.375,5890.625,e
1640.625,4140.625,7265.624999999999,e
1640.625,2359.3750000000005,4140.625,e
1609.3749999999998,4109.375,7234.374999999999,e
1468.75,2406.25,4140.625,e
1437.5,4140.625,5765.625,e
1625.0,4171.874999999999,5750.0,e
1593.7499999999998,2296.875,4218.75,e
2328.125,4234.375000000001,5796.875,e
1453.1249999999998,2453.125,4390.625,e
